"lsoa11cd","lsoa11nm","measure","value"
"E01005206","Manchester 006C","Residents claiming JSA or Universal Credit",40
"E01005207","Manchester 006D","Residents claiming JSA or Universal Credit",45
"E01005223","Manchester 007A","Residents claiming JSA or Universal Credit",50
"E01005224","Manchester 007B","Residents claiming JSA or Universal Credit",45
"E01005225","Manchester 007C","Residents claiming JSA or Universal Credit",55
"E01005226","Manchester 007D","Residents claiming JSA or Universal Credit",45
"E01005229","Manchester 007E","Residents claiming JSA or Universal Credit",10
"E01005145","Manchester 008A","Residents claiming JSA or Universal Credit",55
"E01005146","Manchester 008B","Residents claiming JSA or Universal Credit",35
"E01005149","Manchester 008C","Residents claiming JSA or Universal Credit",25
"E01005165","Manchester 008D","Residents claiming JSA or Universal Credit",85
"E01005166","Manchester 008E","Residents claiming JSA or Universal Credit",45
"E01005167","Manchester 008F","Residents claiming JSA or Universal Credit",30
"E01005202","Manchester 009A","Residents claiming JSA or Universal Credit",70
"E01005203","Manchester 009B","Residents claiming JSA or Universal Credit",90
"E01005227","Manchester 009D","Residents claiming JSA or Universal Credit",60
"E01005228","Manchester 009E","Residents claiming JSA or Universal Credit",75
"E01033678","Manchester 009F","Residents claiming JSA or Universal Credit",50
"E01033679","Manchester 009G","Residents claiming JSA or Universal Credit",55
"E01005256","Manchester 011A","Residents claiming JSA or Universal Credit",70
"E01005257","Manchester 011B","Residents claiming JSA or Universal Credit",70
"E01005258","Manchester 011C","Residents claiming JSA or Universal Credit",45
"E01005259","Manchester 011D","Residents claiming JSA or Universal Credit",60
"E01005260","Manchester 011E","Residents claiming JSA or Universal Credit",20
"E01005093","Manchester 012A","Residents claiming JSA or Universal Credit",40
"E01005094","Manchester 012B","Residents claiming JSA or Universal Credit",45
"E01005097","Manchester 012C","Residents claiming JSA or Universal Credit",45
"E01005255","Manchester 012D","Residents claiming JSA or Universal Credit",75
"E01005261","Manchester 012E","Residents claiming JSA or Universal Credit",50
"E01005129","Manchester 013B","Residents claiming JSA or Universal Credit",40
"E01005132","Manchester 013C","Residents claiming JSA or Universal Credit",60
"E01005133","Manchester 013D","Residents claiming JSA or Universal Credit",35
"E01033663","Manchester 013E","Residents claiming JSA or Universal Credit",15
"E01033684","Manchester 013F","Residents claiming JSA or Universal Credit",10
"E01033688","Manchester 013G","Residents claiming JSA or Universal Credit",45
"E01005092","Manchester 015A","Residents claiming JSA or Universal Credit",35
"E01005105","Manchester 015C","Residents claiming JSA or Universal Credit",60
"E01005106","Manchester 015D","Residents claiming JSA or Universal Credit",65
"E01005107","Manchester 015E","Residents claiming JSA or Universal Credit",45
"E01033668","Manchester 015F","Residents claiming JSA or Universal Credit",30
"E01033669","Manchester 015G","Residents claiming JSA or Universal Credit",50
"E01005108","Manchester 017A","Residents claiming JSA or Universal Credit",75
"E01005189","Manchester 017D","Residents claiming JSA or Universal Credit",40
"E01005190","Manchester 017E","Residents claiming JSA or Universal Credit",65
"E01033666","Manchester 017F","Residents claiming JSA or Universal Credit",85
"E01005061","Manchester 018A","Residents claiming JSA or Universal Credit",40
"E01005062","Manchester 018B","Residents claiming JSA or Universal Credit",25
"E01005063","Manchester 018C","Residents claiming JSA or Universal Credit",35
"E01005065","Manchester 018D","Residents claiming JSA or Universal Credit",65
"E01005066","Manchester 018E","Residents claiming JSA or Universal Credit",30
"E01005208","Manchester 019A","Residents claiming JSA or Universal Credit",40
"E01005209","Manchester 019B","Residents claiming JSA or Universal Credit",80
"E01005210","Manchester 019C","Residents claiming JSA or Universal Credit",35
"E01005214","Manchester 019D","Residents claiming JSA or Universal Credit",45
"E01005067","Manchester 020A","Residents claiming JSA or Universal Credit",40
"E01005186","Manchester 020B","Residents claiming JSA or Universal Credit",50
"E01005232","Manchester 020C","Residents claiming JSA or Universal Credit",40
"E01005235","Manchester 020D","Residents claiming JSA or Universal Credit",45
"E01005239","Manchester 020E","Residents claiming JSA or Universal Credit",60
"E01005187","Manchester 021A","Residents claiming JSA or Universal Credit",60
"E01005188","Manchester 021B","Residents claiming JSA or Universal Credit",55
"E01005191","Manchester 021C","Residents claiming JSA or Universal Credit",45
"E01005192","Manchester 021D","Residents claiming JSA or Universal Credit",35
"E01005193","Manchester 021E","Residents claiming JSA or Universal Credit",30
"E01005230","Manchester 022B","Residents claiming JSA or Universal Credit",50
"E01005231","Manchester 022C","Residents claiming JSA or Universal Credit",30
"E01005236","Manchester 022D","Residents claiming JSA or Universal Credit",50
"E01005237","Manchester 022E","Residents claiming JSA or Universal Credit",35
"E01033652","Manchester 022F","Residents claiming JSA or Universal Credit",40
"E01033657","Manchester 022G","Residents claiming JSA or Universal Credit",30
"E01005195","Manchester 023A","Residents claiming JSA or Universal Credit",50
"E01005196","Manchester 023B","Residents claiming JSA or Universal Credit",55
"E01005197","Manchester 023C","Residents claiming JSA or Universal Credit",60
"E01005198","Manchester 023D","Residents claiming JSA or Universal Credit",45
"E01005201","Manchester 023E","Residents claiming JSA or Universal Credit",65
"E01005240","Manchester 024A","Residents claiming JSA or Universal Credit",85
"E01005243","Manchester 024B","Residents claiming JSA or Universal Credit",95
"E01005245","Manchester 024C","Residents claiming JSA or Universal Credit",70
"E01005246","Manchester 024D","Residents claiming JSA or Universal Credit",75
"E01005241","Manchester 025A","Residents claiming JSA or Universal Credit",45
"E01005242","Manchester 025B","Residents claiming JSA or Universal Credit",100
"E01005244","Manchester 025C","Residents claiming JSA or Universal Credit",55
"E01005285","Manchester 025D","Residents claiming JSA or Universal Credit",50
"E01005288","Manchester 025E","Residents claiming JSA or Universal Credit",55
"E01005280","Manchester 026A","Residents claiming JSA or Universal Credit",30
"E01005281","Manchester 026B","Residents claiming JSA or Universal Credit",25
"E01005284","Manchester 026C","Residents claiming JSA or Universal Credit",30
"E01005286","Manchester 026D","Residents claiming JSA or Universal Credit",30
"E01005287","Manchester 026E","Residents claiming JSA or Universal Credit",55
"E01005194","Manchester 027A","Residents claiming JSA or Universal Credit",55
"E01005199","Manchester 027B","Residents claiming JSA or Universal Credit",35
"E01005200","Manchester 027C","Residents claiming JSA or Universal Credit",30
"E01005233","Manchester 027D","Residents claiming JSA or Universal Credit",40
"E01005234","Manchester 027E","Residents claiming JSA or Universal Credit",50
"E01005238","Manchester 027F","Residents claiming JSA or Universal Credit",45
"E01005297","Manchester 028A","Residents claiming JSA or Universal Credit",55
"E01005298","Manchester 028B","Residents claiming JSA or Universal Credit",20
"E01005302","Manchester 028C","Residents claiming JSA or Universal Credit",65
"E01033680","Manchester 028E","Residents claiming JSA or Universal Credit",35
"E01033686","Manchester 028F","Residents claiming JSA or Universal Credit",30
"E01005150","Manchester 029A","Residents claiming JSA or Universal Credit",25
"E01005151","Manchester 029B","Residents claiming JSA or Universal Credit",10
"E01005152","Manchester 029C","Residents claiming JSA or Universal Credit",5
"E01005159","Manchester 029D","Residents claiming JSA or Universal Credit",20
"E01005296","Manchester 029E","Residents claiming JSA or Universal Credit",15
"E01005299","Manchester 029F","Residents claiming JSA or Universal Credit",20
"E01005178","Manchester 030A","Residents claiming JSA or Universal Credit",40
"E01005179","Manchester 030B","Residents claiming JSA or Universal Credit",40
"E01005180","Manchester 030C","Residents claiming JSA or Universal Credit",55
"E01005181","Manchester 030D","Residents claiming JSA or Universal Credit",25
"E01005182","Manchester 030E","Residents claiming JSA or Universal Credit",35
"E01005183","Manchester 030F","Residents claiming JSA or Universal Credit",35
"E01005219","Manchester 031A","Residents claiming JSA or Universal Credit",55
"E01005220","Manchester 031B","Residents claiming JSA or Universal Credit",35
"E01005221","Manchester 031C","Residents claiming JSA or Universal Credit",40
"E01005222","Manchester 031D","Residents claiming JSA or Universal Credit",40
"E01005184","Manchester 032A","Residents claiming JSA or Universal Credit",30
"E01005185","Manchester 032B","Residents claiming JSA or Universal Credit",15
"E01005271","Manchester 032C","Residents claiming JSA or Universal Credit",40
"E01005282","Manchester 032D","Residents claiming JSA or Universal Credit",20
"E01005283","Manchester 032E","Residents claiming JSA or Universal Credit",10
"E01005154","Manchester 033A","Residents claiming JSA or Universal Credit",10
"E01005156","Manchester 033B","Residents claiming JSA or Universal Credit",10
"E01005158","Manchester 033C","Residents claiming JSA or Universal Credit",25
"E01005300","Manchester 033D","Residents claiming JSA or Universal Credit",15
"E01005301","Manchester 033E","Residents claiming JSA or Universal Credit",15
"E01005118","Manchester 034A","Residents claiming JSA or Universal Credit",10
"E01005120","Manchester 034B","Residents claiming JSA or Universal Credit",20
"E01005215","Manchester 034C","Residents claiming JSA or Universal Credit",45
"E01005216","Manchester 034D","Residents claiming JSA or Universal Credit",15
"E01005217","Manchester 034E","Residents claiming JSA or Universal Credit",20
"E01005218","Manchester 034F","Residents claiming JSA or Universal Credit",15
"E01005270","Manchester 035A","Residents claiming JSA or Universal Credit",30
"E01005272","Manchester 035B","Residents claiming JSA or Universal Credit",40
"E01005273","Manchester 035C","Residents claiming JSA or Universal Credit",30
"E01005278","Manchester 035D","Residents claiming JSA or Universal Credit",20
"E01005279","Manchester 035E","Residents claiming JSA or Universal Credit",45
"E01005305","Manchester 036A","Residents claiming JSA or Universal Credit",20
"E01005309","Manchester 036B","Residents claiming JSA or Universal Credit",25
"E01005310","Manchester 036C","Residents claiming JSA or Universal Credit",15
"E01005311","Manchester 036D","Residents claiming JSA or Universal Credit",30
"E01005312","Manchester 036E","Residents claiming JSA or Universal Credit",25
"E01005082","Manchester 037A","Residents claiming JSA or Universal Credit",25
"E01005153","Manchester 037B","Residents claiming JSA or Universal Credit",15
"E01005155","Manchester 037C","Residents claiming JSA or Universal Credit",5
"E01005157","Manchester 037D","Residents claiming JSA or Universal Credit",5
"E01005274","Manchester 038A","Residents claiming JSA or Universal Credit",30
"E01005275","Manchester 038B","Residents claiming JSA or Universal Credit",25
"E01005276","Manchester 038C","Residents claiming JSA or Universal Credit",20
"E01005277","Manchester 038D","Residents claiming JSA or Universal Credit",15
"E01005076","Manchester 039A","Residents claiming JSA or Universal Credit",15
"E01005081","Manchester 039C","Residents claiming JSA or Universal Credit",55
"E01005083","Manchester 039D","Residents claiming JSA or Universal Credit",15
"E01033670","Manchester 039E","Residents claiming JSA or Universal Credit",0
"E01033671","Manchester 039F","Residents claiming JSA or Universal Credit",10
"E01005125","Manchester 040A","Residents claiming JSA or Universal Credit",20
"E01005304","Manchester 040B","Residents claiming JSA or Universal Credit",20
"E01005306","Manchester 040C","Residents claiming JSA or Universal Credit",10
"E01005307","Manchester 040D","Residents claiming JSA or Universal Credit",10
"E01005308","Manchester 040E","Residents claiming JSA or Universal Credit",30
"E01005119","Manchester 041A","Residents claiming JSA or Universal Credit",30
"E01005121","Manchester 041B","Residents claiming JSA or Universal Credit",25
"E01005122","Manchester 041C","Residents claiming JSA or Universal Credit",35
"E01005123","Manchester 041D","Residents claiming JSA or Universal Credit",30
"E01005124","Manchester 041E","Residents claiming JSA or Universal Credit",45
"E01005077","Manchester 042A","Residents claiming JSA or Universal Credit",40
"E01005078","Manchester 042B","Residents claiming JSA or Universal Credit",10
"E01005079","Manchester 042C","Residents claiming JSA or Universal Credit",25
"E01005084","Manchester 042D","Residents claiming JSA or Universal Credit",35
"E01005172","Manchester 043A","Residents claiming JSA or Universal Credit",20
"E01005173","Manchester 043B","Residents claiming JSA or Universal Credit",5
"E01005174","Manchester 043C","Residents claiming JSA or Universal Credit",5
"E01005175","Manchester 043D","Residents claiming JSA or Universal Credit",20
"E01005176","Manchester 043E","Residents claiming JSA or Universal Credit",10
"E01005177","Manchester 043F","Residents claiming JSA or Universal Credit",5
"E01005115","Manchester 044A","Residents claiming JSA or Universal Credit",25
"E01005262","Manchester 044B","Residents claiming JSA or Universal Credit",30
"E01005264","Manchester 044C","Residents claiming JSA or Universal Credit",30
"E01005265","Manchester 044D","Residents claiming JSA or Universal Credit",35
"E01005266","Manchester 044E","Residents claiming JSA or Universal Credit",40
"E01005126","Manchester 045A","Residents claiming JSA or Universal Credit",20
"E01005168","Manchester 045B","Residents claiming JSA or Universal Credit",10
"E01005169","Manchester 045C","Residents claiming JSA or Universal Credit",10
"E01005170","Manchester 045D","Residents claiming JSA or Universal Credit",15
"E01005171","Manchester 045E","Residents claiming JSA or Universal Credit",25
"E01005263","Manchester 046A","Residents claiming JSA or Universal Credit",35
"E01005267","Manchester 046B","Residents claiming JSA or Universal Credit",15
"E01005268","Manchester 046C","Residents claiming JSA or Universal Credit",25
"E01005269","Manchester 046D","Residents claiming JSA or Universal Credit",5
"E01005069","Manchester 047A","Residents claiming JSA or Universal Credit",10
"E01005111","Manchester 047B","Residents claiming JSA or Universal Credit",20
"E01005113","Manchester 047C","Residents claiming JSA or Universal Credit",55
"E01005114","Manchester 047D","Residents claiming JSA or Universal Credit",15
"E01005116","Manchester 047E","Residents claiming JSA or Universal Credit",35
"E01005071","Manchester 048A","Residents claiming JSA or Universal Credit",30
"E01005072","Manchester 048B","Residents claiming JSA or Universal Credit",40
"E01005073","Manchester 048C","Residents claiming JSA or Universal Credit",20
"E01005112","Manchester 048D","Residents claiming JSA or Universal Credit",30
"E01005117","Manchester 048E","Residents claiming JSA or Universal Credit",80
"E01005085","Manchester 049A","Residents claiming JSA or Universal Credit",25
"E01005086","Manchester 049B","Residents claiming JSA or Universal Credit",45
"E01005089","Manchester 049C","Residents claiming JSA or Universal Credit",45
"E01005289","Manchester 049D","Residents claiming JSA or Universal Credit",35
"E01005295","Manchester 049E","Residents claiming JSA or Universal Credit",25
"E01005087","Manchester 050A","Residents claiming JSA or Universal Credit",55
"E01005088","Manchester 050B","Residents claiming JSA or Universal Credit",45
"E01005090","Manchester 050C","Residents claiming JSA or Universal Credit",45
"E01005091","Manchester 050D","Residents claiming JSA or Universal Credit",55
"E01005291","Manchester 050E","Residents claiming JSA or Universal Credit",35
"E01005068","Manchester 051A","Residents claiming JSA or Universal Credit",20
"E01005070","Manchester 051B","Residents claiming JSA or Universal Credit",40
"E01005074","Manchester 051C","Residents claiming JSA or Universal Credit",35
"E01005075","Manchester 051D","Residents claiming JSA or Universal Credit",25
"E01005319","Manchester 051E","Residents claiming JSA or Universal Credit",40
"E01005290","Manchester 052A","Residents claiming JSA or Universal Credit",40
"E01005292","Manchester 052B","Residents claiming JSA or Universal Credit",50
"E01005293","Manchester 052C","Residents claiming JSA or Universal Credit",10
"E01005294","Manchester 052D","Residents claiming JSA or Universal Credit",35
"E01005317","Manchester 052E","Residents claiming JSA or Universal Credit",30
"E01005313","Manchester 053A","Residents claiming JSA or Universal Credit",25
"E01005314","Manchester 053B","Residents claiming JSA or Universal Credit",30
"E01005315","Manchester 053C","Residents claiming JSA or Universal Credit",50
"E01005316","Manchester 053D","Residents claiming JSA or Universal Credit",20
"E01005318","Manchester 053E","Residents claiming JSA or Universal Credit",30
"E01005130","Manchester 054A","Residents claiming JSA or Universal Credit",45
"E01033651","Manchester 054B","Residents claiming JSA or Universal Credit",5
"E01033658","Manchester 054C","Residents claiming JSA or Universal Credit",10
"E01033664","Manchester 054D","Residents claiming JSA or Universal Credit",5
"E01033667","Manchester 054E","Residents claiming JSA or Universal Credit",10
"E01005128","Manchester 055A","Residents claiming JSA or Universal Credit",5
"E01033653","Manchester 055B","Residents claiming JSA or Universal Credit",5
"E01033654","Manchester 055C","Residents claiming JSA or Universal Credit",5
"E01033659","Manchester 055D","Residents claiming JSA or Universal Credit",10
"E01033661","Manchester 055E","Residents claiming JSA or Universal Credit",5
"E01005143","Manchester 056A","Residents claiming JSA or Universal Credit",70
"E01033655","Manchester 056B","Residents claiming JSA or Universal Credit",10
"E01033665","Manchester 056C","Residents claiming JSA or Universal Credit",10
"E01033676","Manchester 056D","Residents claiming JSA or Universal Credit",50
"E01005212","Manchester 057A","Residents claiming JSA or Universal Credit",40
"E01033656","Manchester 057B","Residents claiming JSA or Universal Credit",5
"E01033662","Manchester 057C","Residents claiming JSA or Universal Credit",15
"E01005142","Manchester 058A","Residents claiming JSA or Universal Credit",60
"E01005147","Manchester 058B","Residents claiming JSA or Universal Credit",60
"E01033674","Manchester 058C","Residents claiming JSA or Universal Credit",30
"E01033675","Manchester 058D","Residents claiming JSA or Universal Credit",35
"E01005213","Manchester 059A","Residents claiming JSA or Universal Credit",65
"E01033660","Manchester 059B","Residents claiming JSA or Universal Credit",5
"E01033672","Manchester 059C","Residents claiming JSA or Universal Credit",45
"E01033673","Manchester 059D","Residents claiming JSA or Universal Credit",5
"E01033677","Manchester 060A","Residents claiming JSA or Universal Credit",5
"E01033681","Manchester 060B","Residents claiming JSA or Universal Credit",5
"E01033682","Manchester 060C","Residents claiming JSA or Universal Credit",5
"E01033683","Manchester 060D","Residents claiming JSA or Universal Credit",0
"E01005357","Oldham 001A","Residents claiming JSA or Universal Credit",15
"E01005358","Oldham 001B","Residents claiming JSA or Universal Credit",30
"E01005359","Oldham 001C","Residents claiming JSA or Universal Credit",10
"E01005360","Oldham 001D","Residents claiming JSA or Universal Credit",20
"E01005441","Oldham 002A","Residents claiming JSA or Universal Credit",45
"E01005442","Oldham 002B","Residents claiming JSA or Universal Credit",15
"E01005444","Oldham 002C","Residents claiming JSA or Universal Credit",30
"E01005445","Oldham 002D","Residents claiming JSA or Universal Credit",35
"E01005361","Oldham 003A","Residents claiming JSA or Universal Credit",15
"E01005443","Oldham 003B","Residents claiming JSA or Universal Credit",5
"E01005446","Oldham 003C","Residents claiming JSA or Universal Credit",15
"E01005447","Oldham 003D","Residents claiming JSA or Universal Credit",40
"E01005390","Oldham 004A","Residents claiming JSA or Universal Credit",15
"E01005394","Oldham 004B","Residents claiming JSA or Universal Credit",15
"E01005395","Oldham 004C","Residents claiming JSA or Universal Credit",15
"E01005396","Oldham 004D","Residents claiming JSA or Universal Credit",15
"E01005355","Oldham 005A","Residents claiming JSA or Universal Credit",25
"E01005356","Oldham 005B","Residents claiming JSA or Universal Credit",10
"E01005399","Oldham 005C","Residents claiming JSA or Universal Credit",10
"E01005403","Oldham 005D","Residents claiming JSA or Universal Credit",20
"E01005410","Oldham 006A","Residents claiming JSA or Universal Credit",10
"E01005411","Oldham 006B","Residents claiming JSA or Universal Credit",10
"E01005414","Oldham 006C","Residents claiming JSA or Universal Credit",5
"E01005415","Oldham 006D","Residents claiming JSA or Universal Credit",10
"E01005452","Oldham 007C","Residents claiming JSA or Universal Credit",10
"E01005453","Oldham 007D","Residents claiming JSA or Universal Credit",10
"E01032558","Oldham 007E","Residents claiming JSA or Universal Credit",60
"E01032559","Oldham 007F","Residents claiming JSA or Universal Credit",35
"E01005391","Oldham 008A","Residents claiming JSA or Universal Credit",25
"E01005392","Oldham 008B","Residents claiming JSA or Universal Credit",40
"E01005393","Oldham 008C","Residents claiming JSA or Universal Credit",0
"E01005401","Oldham 008D","Residents claiming JSA or Universal Credit",10
"E01005397","Oldham 009A","Residents claiming JSA or Universal Credit",25
"E01005398","Oldham 009B","Residents claiming JSA or Universal Credit",20
"E01005400","Oldham 009C","Residents claiming JSA or Universal Credit",35
"E01005402","Oldham 009D","Residents claiming JSA or Universal Credit",20
"E01005335","Oldham 010A","Residents claiming JSA or Universal Credit",10
"E01005337","Oldham 010B","Residents claiming JSA or Universal Credit",50
"E01005339","Oldham 010C","Residents claiming JSA or Universal Credit",10
"E01005340","Oldham 010D","Residents claiming JSA or Universal Credit",50
"E01005421","Oldham 011A","Residents claiming JSA or Universal Credit",45
"E01005422","Oldham 011B","Residents claiming JSA or Universal Credit",50
"E01032920","Oldham 011E","Residents claiming JSA or Universal Credit",80
"E01005448","Oldham 012A","Residents claiming JSA or Universal Credit",85
"E01005449","Oldham 012B","Residents claiming JSA or Universal Credit",35
"E01005454","Oldham 012C","Residents claiming JSA or Universal Credit",15
"E01005455","Oldham 012D","Residents claiming JSA or Universal Credit",30
"E01005456","Oldham 012E","Residents claiming JSA or Universal Credit",85
"E01005407","Oldham 013A","Residents claiming JSA or Universal Credit",15
"E01005412","Oldham 013B","Residents claiming JSA or Universal Credit",15
"E01005416","Oldham 013C","Residents claiming JSA or Universal Credit",10
"E01005417","Oldham 013D","Residents claiming JSA or Universal Credit",5
"E01005348","Oldham 014A","Residents claiming JSA or Universal Credit",80
"E01005350","Oldham 014B","Residents claiming JSA or Universal Credit",140
"E01005432","Oldham 014C","Residents claiming JSA or Universal Credit",85
"E01005433","Oldham 014D","Residents claiming JSA or Universal Credit",100
"E01005329","Oldham 015A","Residents claiming JSA or Universal Credit",15
"E01005330","Oldham 015B","Residents claiming JSA or Universal Credit",10
"E01005333","Oldham 015C","Residents claiming JSA or Universal Credit",5
"E01005336","Oldham 015D","Residents claiming JSA or Universal Credit",10
"E01005349","Oldham 016A","Residents claiming JSA or Universal Credit",75
"E01005351","Oldham 016B","Residents claiming JSA or Universal Credit",55
"E01005352","Oldham 016C","Residents claiming JSA or Universal Credit",50
"E01005353","Oldham 016D","Residents claiming JSA or Universal Credit",90
"E01005354","Oldham 016E","Residents claiming JSA or Universal Credit",45
"E01005327","Oldham 017A","Residents claiming JSA or Universal Credit",15
"E01005328","Oldham 017B","Residents claiming JSA or Universal Credit",60
"E01005331","Oldham 017C","Residents claiming JSA or Universal Credit",40
"E01005334","Oldham 017D","Residents claiming JSA or Universal Credit",5
"E01005338","Oldham 017E","Residents claiming JSA or Universal Credit",45
"E01005387","Oldham 018A","Residents claiming JSA or Universal Credit",15
"E01005388","Oldham 018B","Residents claiming JSA or Universal Credit",15
"E01005389","Oldham 018C","Residents claiming JSA or Universal Credit",60
"E01005418","Oldham 018D","Residents claiming JSA or Universal Credit",10
"E01005428","Oldham 019A","Residents claiming JSA or Universal Credit",45
"E01005431","Oldham 019B","Residents claiming JSA or Universal Credit",35
"E01005450","Oldham 019C","Residents claiming JSA or Universal Credit",45
"E01005451","Oldham 019D","Residents claiming JSA or Universal Credit",25
"E01005408","Oldham 020C","Residents claiming JSA or Universal Credit",15
"E01005409","Oldham 020D","Residents claiming JSA or Universal Credit",15
"E01032922","Oldham 020E","Residents claiming JSA or Universal Credit",20
"E01005406","Oldham 021A","Residents claiming JSA or Universal Credit",10
"E01005413","Oldham 021B","Residents claiming JSA or Universal Credit",5
"E01005419","Oldham 021C","Residents claiming JSA or Universal Credit",15
"E01005420","Oldham 021D","Residents claiming JSA or Universal Credit",25
"E01005321","Oldham 022A","Residents claiming JSA or Universal Credit",65
"E01005326","Oldham 022B","Residents claiming JSA or Universal Credit",55
"E01005427","Oldham 022C","Residents claiming JSA or Universal Credit",55
"E01005429","Oldham 022D","Residents claiming JSA or Universal Credit",35
"E01005430","Oldham 022E","Residents claiming JSA or Universal Credit",55
"E01005320","Oldham 024A","Residents claiming JSA or Universal Credit",55
"E01005434","Oldham 024B","Residents claiming JSA or Universal Credit",130
"E01005437","Oldham 024C","Residents claiming JSA or Universal Credit",45
"E01005459","Oldham 024D","Residents claiming JSA or Universal Credit",45
"E01005383","Oldham 026A","Residents claiming JSA or Universal Credit",45
"E01005386","Oldham 026D","Residents claiming JSA or Universal Credit",65
"E01032556","Oldham 026E","Residents claiming JSA or Universal Credit",20
"E01032557","Oldham 026F","Residents claiming JSA or Universal Credit",60
"E01005342","Oldham 027A","Residents claiming JSA or Universal Credit",45
"E01005343","Oldham 027B","Residents claiming JSA or Universal Credit",30
"E01005344","Oldham 027C","Residents claiming JSA or Universal Credit",50
"E01005381","Oldham 027D","Residents claiming JSA or Universal Credit",45
"E01005332","Oldham 028A","Residents claiming JSA or Universal Credit",30
"E01005341","Oldham 028B","Residents claiming JSA or Universal Credit",30
"E01005345","Oldham 028C","Residents claiming JSA or Universal Credit",10
"E01005346","Oldham 028D","Residents claiming JSA or Universal Credit",15
"E01005347","Oldham 028E","Residents claiming JSA or Universal Credit",15
"E01005322","Oldham 029A","Residents claiming JSA or Universal Credit",45
"E01005323","Oldham 029B","Residents claiming JSA or Universal Credit",35
"E01005324","Oldham 029C","Residents claiming JSA or Universal Credit",40
"E01005325","Oldham 029D","Residents claiming JSA or Universal Credit",55
"E01005438","Oldham 029E","Residents claiming JSA or Universal Credit",65
"E01005377","Oldham 030A","Residents claiming JSA or Universal Credit",50
"E01005379","Oldham 030B","Residents claiming JSA or Universal Credit",55
"E01005380","Oldham 030C","Residents claiming JSA or Universal Credit",45
"E01005382","Oldham 030D","Residents claiming JSA or Universal Credit",55
"E01005439","Oldham 030E","Residents claiming JSA or Universal Credit",25
"E01005362","Oldham 031A","Residents claiming JSA or Universal Credit",10
"E01005364","Oldham 031B","Residents claiming JSA or Universal Credit",20
"E01005368","Oldham 031C","Residents claiming JSA or Universal Credit",60
"E01005376","Oldham 031D","Residents claiming JSA or Universal Credit",45
"E01005378","Oldham 031E","Residents claiming JSA or Universal Credit",30
"E01005363","Oldham 032A","Residents claiming JSA or Universal Credit",35
"E01005369","Oldham 032B","Residents claiming JSA or Universal Credit",45
"E01005370","Oldham 032C","Residents claiming JSA or Universal Credit",35
"E01005371","Oldham 032D","Residents claiming JSA or Universal Credit",35
"E01005365","Oldham 033A","Residents claiming JSA or Universal Credit",10
"E01005366","Oldham 033B","Residents claiming JSA or Universal Credit",40
"E01005367","Oldham 033C","Residents claiming JSA or Universal Credit",5
"E01005440","Oldham 033D","Residents claiming JSA or Universal Credit",30
"E01005372","Oldham 034A","Residents claiming JSA or Universal Credit",30
"E01005373","Oldham 034B","Residents claiming JSA or Universal Credit",5
"E01005374","Oldham 034C","Residents claiming JSA or Universal Credit",10
"E01005375","Oldham 034D","Residents claiming JSA or Universal Credit",15
"E01005435","Oldham 035A","Residents claiming JSA or Universal Credit",25
"E01005436","Oldham 035B","Residents claiming JSA or Universal Credit",15
"E01005460","Oldham 035C","Residents claiming JSA or Universal Credit",65
"E01005461","Oldham 035D","Residents claiming JSA or Universal Credit",60
"E01005462","Oldham 035E","Residents claiming JSA or Universal Credit",20
"E01005463","Oldham 035F","Residents claiming JSA or Universal Credit",45
"E01032921","Oldham 035G","Residents claiming JSA or Universal Credit",115
"E01005518","Rochdale 001A","Residents claiming JSA or Universal Credit",25
"E01005520","Rochdale 001B","Residents claiming JSA or Universal Credit",20
"E01005522","Rochdale 001C","Residents claiming JSA or Universal Credit",15
"E01005523","Rochdale 001D","Residents claiming JSA or Universal Credit",10
"E01005519","Rochdale 002A","Residents claiming JSA or Universal Credit",15
"E01005594","Rochdale 002B","Residents claiming JSA or Universal Credit",15
"E01005597","Rochdale 002C","Residents claiming JSA or Universal Credit",5
"E01005598","Rochdale 002D","Residents claiming JSA or Universal Credit",10
"E01005516","Rochdale 003A","Residents claiming JSA or Universal Credit",15
"E01005517","Rochdale 003B","Residents claiming JSA or Universal Credit",5
"E01005521","Rochdale 003C","Residents claiming JSA or Universal Credit",5
"E01005596","Rochdale 003D","Residents claiming JSA or Universal Credit",10
"E01005578","Rochdale 004A","Residents claiming JSA or Universal Credit",45
"E01005579","Rochdale 004B","Residents claiming JSA or Universal Credit",50
"E01005586","Rochdale 004C","Residents claiming JSA or Universal Credit",45
"E01005593","Rochdale 004D","Residents claiming JSA or Universal Credit",30
"E01005595","Rochdale 004E","Residents claiming JSA or Universal Credit",45
"E01005489","Rochdale 005A","Residents claiming JSA or Universal Credit",10
"E01005490","Rochdale 005B","Residents claiming JSA or Universal Credit",30
"E01005491","Rochdale 005C","Residents claiming JSA or Universal Credit",25
"E01005493","Rochdale 005D","Residents claiming JSA or Universal Credit",10
"E01005494","Rochdale 005E","Residents claiming JSA or Universal Credit",20
"E01005495","Rochdale 005F","Residents claiming JSA or Universal Credit",25
"E01005488","Rochdale 006A","Residents claiming JSA or Universal Credit",10
"E01005492","Rochdale 006B","Residents claiming JSA or Universal Credit",5
"E01005499","Rochdale 006C","Residents claiming JSA or Universal Credit",10
"E01005571","Rochdale 006D","Residents claiming JSA or Universal Credit",5
"E01005570","Rochdale 007A","Residents claiming JSA or Universal Credit",5
