lsoa11cd,lsoa11nm,lad16nm,measure,value
E01004818,Bolton 017A,Bolton,Social rented households,201
E01004819,Bolton 017B,Bolton,Social rented households,46
E01004928,Bolton 017C,Bolton,Social rented households,80
E01004930,Bolton 017D,Bolton,Social rented households,42
E01004931,Bolton 017E,Bolton,Social rented households,271
E01004932,Bolton 017F,Bolton,Social rented households,33
E01004834,Bolton 018A,Bolton,Social rented households,33
E01004838,Bolton 018B,Bolton,Social rented households,152
E01004843,Bolton 018C,Bolton,Social rented households,8
E01004845,Bolton 018D,Bolton,Social rented households,42
E01004923,Bolton 018E,Bolton,Social rented households,10
E01004796,Bolton 019A,Bolton,Social rented households,25
E01004798,Bolton 019B,Bolton,Social rented households,214
E01004799,Bolton 019C,Bolton,Social rented households,7
E01004800,Bolton 019D,Bolton,Social rented households,7
E01004801,Bolton 019E,Bolton,Social rented households,446
E01004917,Bolton 019F,Bolton,Social rented households,163
E01004835,Bolton 020A,Bolton,Social rented households,26
E01004836,Bolton 020B,Bolton,Social rented households,6
E01004837,Bolton 020C,Bolton,Social rented households,7
E01004844,Bolton 020D,Bolton,Social rented households,6
E01004897,Bolton 020E,Bolton,Social rented households,4
E01004827,Bolton 021A,Bolton,Social rented households,285
E01004849,Bolton 021B,Bolton,Social rented households,115
E01004850,Bolton 021C,Bolton,Social rented households,402
E01004851,Bolton 021D,Bolton,Social rented households,361
E01004853,Bolton 021E,Bolton,Social rented households,206
E01004811,Bolton 022A,Bolton,Social rented households,227
E01004812,Bolton 022B,Bolton,Social rented households,103
E01004813,Bolton 022C,Bolton,Social rented households,111
E01004815,Bolton 022D,Bolton,Social rented households,140
E01004817,Bolton 022E,Bolton,Social rented households,230
E01004828,Bolton 023A,Bolton,Social rented households,164
E01004829,Bolton 023B,Bolton,Social rented households,95
E01004832,Bolton 023C,Bolton,Social rented households,28
E01004854,Bolton 023D,Bolton,Social rented households,57
E01004878,Bolton 023E,Bolton,Social rented households,67
E01004911,Bolton 024A,Bolton,Social rented households,237
E01004912,Bolton 024B,Bolton,Social rented households,21
E01004913,Bolton 024C,Bolton,Social rented households,95
E01004914,Bolton 024D,Bolton,Social rented households,19
E01004915,Bolton 024E,Bolton,Social rented households,7
E01004916,Bolton 024F,Bolton,Social rented households,173
E01004918,Bolton 024G,Bolton,Social rented households,6
E01004846,Bolton 025A,Bolton,Social rented households,138
E01004847,Bolton 025B,Bolton,Social rented households,248
E01004852,Bolton 025C,Bolton,Social rented households,97
E01004877,Bolton 025D,Bolton,Social rented households,448
E01004879,Bolton 025E,Bolton,Social rented households,229
E01004830,Bolton 026A,Bolton,Social rented households,186
E01004831,Bolton 026B,Bolton,Social rented households,23
E01004833,Bolton 026C,Bolton,Social rented households,20
E01004839,Bolton 026D,Bolton,Social rented households,593
E01004814,Bolton 027A,Bolton,Social rented households,97
E01004855,Bolton 027B,Bolton,Social rented households,78
E01004856,Bolton 027C,Bolton,Social rented households,210
E01004857,Bolton 027D,Bolton,Social rented households,180
E01004891,Bolton 028A,Bolton,Social rented households,59
E01004893,Bolton 028B,Bolton,Social rented households,4
E01004894,Bolton 028C,Bolton,Social rented households,76
E01004901,Bolton 028E,Bolton,Social rented households,20
E01033218,Bolton 028F,Bolton,Social rented households,33
E01033219,Bolton 028G,Bolton,Social rented households,10
E01004816,Bolton 029A,Bolton,Social rented households,96
E01004872,Bolton 029B,Bolton,Social rented households,145
E01004873,Bolton 029C,Bolton,Social rented households,203
E01004875,Bolton 029D,Bolton,Social rented households,78
E01004880,Bolton 029E,Bolton,Social rented households,12
E01004892,Bolton 030A,Bolton,Social rented households,23
E01004896,Bolton 030B,Bolton,Social rented households,4
E01004899,Bolton 030C,Bolton,Social rented households,84
E01004900,Bolton 030D,Bolton,Social rented households,23
E01004776,Bolton 031A,Bolton,Social rented households,129
E01004895,Bolton 031B,Bolton,Social rented households,169
E01004936,Bolton 031C,Bolton,Social rented households,61
E01004938,Bolton 031D,Bolton,Social rented households,349
E01004939,Bolton 031E,Bolton,Social rented households,148
E01004858,Bolton 032A,Bolton,Social rented households,220
E01004859,Bolton 032B,Bolton,Social rented households,361
E01004860,Bolton 032C,Bolton,Social rented households,121
E01004902,Bolton 032D,Bolton,Social rented households,150
E01004906,Bolton 032E,Bolton,Social rented households,291
E01004861,Bolton 033A,Bolton,Social rented households,312
E01004862,Bolton 033B,Bolton,Social rented households,335
E01004863,Bolton 033C,Bolton,Social rented households,302
E01004874,Bolton 033D,Bolton,Social rented households,206
E01004876,Bolton 033E,Bolton,Social rented households,318
E01004903,Bolton 034A,Bolton,Social rented households,30
E01004904,Bolton 034B,Bolton,Social rented households,86
E01004905,Bolton 034C,Bolton,Social rented households,157
E01004907,Bolton 034D,Bolton,Social rented households,155
E01004908,Bolton 034E,Bolton,Social rented households,59
E01004909,Bolton 034F,Bolton,Social rented households,218
E01004910,Bolton 034G,Bolton,Social rented households,79
E01004933,Bolton 035A,Bolton,Social rented households,7
E01004934,Bolton 035B,Bolton,Social rented households,118
E01004935,Bolton 035C,Bolton,Social rented households,33
E01004937,Bolton 035D,Bolton,Social rented households,15
E01004940,Bolton 035E,Bolton,Social rented households,29
E01005014,Bury 001A,Bury,Social rented households,50
E01005015,Bury 001B,Bury,Social rented households,201
E01005016,Bury 001C,Bury,Social rented households,18
E01005017,Bury 001D,Bury,Social rented households,52
E01005018,Bury 001E,Bury,Social rented households,115
E01005021,Bury 001F,Bury,Social rented households,3
E01005019,Bury 002A,Bury,Social rented households,27
E01005023,Bury 002B,Bury,Social rented households,69
E01005046,Bury 002C,Bury,Social rented households,0
E01005048,Bury 002D,Bury,Social rented households,3
E01005020,Bury 003A,Bury,Social rented households,2
E01005022,Bury 003B,Bury,Social rented households,7
E01005047,Bury 003C,Bury,Social rented households,2
E01005049,Bury 003D,Bury,Social rented households,11
E01005051,Bury 003E,Bury,Social rented households,58
E01004976,Bury 004A,Bury,Social rented households,185
E01004977,Bury 004B,Bury,Social rented households,108
E01004978,Bury 004C,Bury,Social rented households,50
E01004981,Bury 004D,Bury,Social rented households,71
E01004982,Bury 004E,Bury,Social rented households,19
E01004961,Bury 005A,Bury,Social rented households,172
E01004965,Bury 005B,Bury,Social rented households,20
E01004966,Bury 005C,Bury,Social rented households,222
E01004967,Bury 005D,Bury,Social rented households,3
E01004963,Bury 006A,Bury,Social rented households,82
E01004968,Bury 006B,Bury,Social rented households,4
E01005050,Bury 006C,Bury,Social rented households,32
E01005052,Bury 006D,Bury,Social rented households,3
E01005053,Bury 006E,Bury,Social rented households,47
E01004954,Bury 007A,Bury,Social rented households,105
E01004955,Bury 007B,Bury,Social rented households,98
E01004956,Bury 007C,Bury,Social rented households,169
E01004957,Bury 007D,Bury,Social rented households,464
E01004960,Bury 007E,Bury,Social rented households,468
E01004958,Bury 008A,Bury,Social rented households,151
E01004959,Bury 008B,Bury,Social rented households,163
E01004979,Bury 008C,Bury,Social rented households,187
E01004980,Bury 008D,Bury,Social rented households,60
E01005024,Bury 008E,Bury,Social rented households,113
E01005026,Bury 008F,Bury,Social rented households,30
E01004947,Bury 009A,Bury,Social rented households,86
E01004948,Bury 009B,Bury,Social rented households,191
E01004962,Bury 009C,Bury,Social rented households,9
E01004964,Bury 009D,Bury,Social rented households,61
E01004949,Bury 010A,Bury,Social rented households,1
E01004950,Bury 010B,Bury,Social rented households,48
E01004951,Bury 010C,Bury,Social rented households,2
E01004952,Bury 010D,Bury,Social rented households,5
E01004953,Bury 010E,Bury,Social rented households,63
E01005025,Bury 011A,Bury,Social rented households,58
E01005027,Bury 011B,Bury,Social rented households,102
E01005028,Bury 011C,Bury,Social rented households,396
E01005029,Bury 011D,Bury,Social rented households,56
E01005000,Bury 012A,Bury,Social rented households,5
E01005001,Bury 012B,Bury,Social rented households,28
E01005005,Bury 012C,Bury,Social rented households,23
E01005006,Bury 012D,Bury,Social rented households,125
E01005030,Bury 013A,Bury,Social rented households,292
E01005054,Bury 013B,Bury,Social rented households,33
E01005059,Bury 013C,Bury,Social rented households,159
E01005060,Bury 013D,Bury,Social rented households,63
E01004997,Bury 014A,Bury,Social rented households,37
E01004998,Bury 014B,Bury,Social rented households,13
E01004999,Bury 014C,Bury,Social rented households,32
E01005002,Bury 014D,Bury,Social rented households,71
E01005003,Bury 014E,Bury,Social rented households,93
E01004991,Bury 015A,Bury,Social rented households,64
E01004992,Bury 015B,Bury,Social rented households,35
E01004993,Bury 015C,Bury,Social rented households,152
E01004994,Bury 015D,Bury,Social rented households,164
E01004990,Bury 016A,Bury,Social rented households,113
E01004996,Bury 016B,Bury,Social rented households,258
E01005004,Bury 016C,Bury,Social rented households,556
E01005008,Bury 016D,Bury,Social rented households,347
E01005009,Bury 016E,Bury,Social rented households,204
E01004945,Bury 017A,Bury,Social rented households,36
E01005055,Bury 017B,Bury,Social rented households,4
E01005056,Bury 017C,Bury,Social rented households,4
E01005057,Bury 017D,Bury,Social rented households,54
E01005058,Bury 017E,Bury,Social rented households,1
E01004995,Bury 018A,Bury,Social rented households,7
E01005010,Bury 018B,Bury,Social rented households,52
E01005012,Bury 018C,Bury,Social rented households,205
E01005013,Bury 018D,Bury,Social rented households,262
E01004984,Bury 019A,Bury,Social rented households,9
E01004985,Bury 019B,Bury,Social rented households,16
E01004989,Bury 019C,Bury,Social rented households,5
E01005007,Bury 019D,Bury,Social rented households,14
E01005011,Bury 019E,Bury,Social rented households,8
E01004983,Bury 020A,Bury,Social rented households,16
E01004986,Bury 020B,Bury,Social rented households,136
E01004987,Bury 020C,Bury,Social rented households,332
E01004988,Bury 020D,Bury,Social rented households,66
E01004941,Bury 021A,Bury,Social rented households,218
E01004942,Bury 021B,Bury,Social rented households,354
E01004943,Bury 021C,Bury,Social rented households,95
E01004944,Bury 021D,Bury,Social rented households,23
E01004946,Bury 021E,Bury,Social rented households,492
E01004969,Bury 022A,Bury,Social rented households,35
E01004970,Bury 022B,Bury,Social rented households,21
E01004971,Bury 022C,Bury,Social rented households,2
E01005034,Bury 022D,Bury,Social rented households,22
E01004972,Bury 023A,Bury,Social rented households,201
E01004973,Bury 023B,Bury,Social rented households,22
E01004975,Bury 023C,Bury,Social rented households,127
E01005039,Bury 023D,Bury,Social rented households,205
E01005045,Bury 023E,Bury,Social rented households,103
E01004974,Bury 024A,Bury,Social rented households,13
E01005033,Bury 024B,Bury,Social rented households,15
E01005036,Bury 024C,Bury,Social rented households,365
E01005037,Bury 024D,Bury,Social rented households,5
E01005031,Bury 025A,Bury,Social rented households,154
E01005032,Bury 025B,Bury,Social rented households,195
E01005035,Bury 025C,Bury,Social rented households,60
E01005038,Bury 025D,Bury,Social rented households,6
E01005040,Bury 026A,Bury,Social rented households,59
E01005041,Bury 026B,Bury,Social rented households,3
E01005042,Bury 026C,Bury,Social rented households,57
E01005043,Bury 026D,Bury,Social rented households,3
E01005044,Bury 026E,Bury,Social rented households,32
E01005098,Manchester 001A,Manchester,Social rented households,474
E01005099,Manchester 001B,Manchester,Social rented households,502
E01005100,Manchester 001C,Manchester,Social rented households,213
E01005102,Manchester 001D,Manchester,Social rented households,47
E01005103,Manchester 001E,Manchester,Social rented households,389
E01005101,Manchester 002A,Manchester,Social rented households,298
E01005135,Manchester 002B,Manchester,Social rented households,312
E01005136,Manchester 002C,Manchester,Social rented households,151
E01005138,Manchester 002D,Manchester,Social rented households,589
E01005140,Manchester 002E,Manchester,Social rented households,208
E01005139,Manchester 003B,Manchester,Social rented households,151
E01005141,Manchester 003C,Manchester,Social rented households,543
E01005251,Manchester 003D,Manchester,Social rented households,265
E01005252,Manchester 003E,Manchester,Social rented households,331
E01033685,Manchester 003F,Manchester,Social rented households,119
E01033687,Manchester 003G,Manchester,Social rented households,459
E01005104,Manchester 004A,Manchester,Social rented households,379
E01005160,Manchester 004B,Manchester,Social rented households,84
E01005161,Manchester 004C,Manchester,Social rented households,11
E01005162,Manchester 004D,Manchester,Social rented households,124
E01005163,Manchester 004E,Manchester,Social rented households,41
E01005247,Manchester 005A,Manchester,Social rented households,54
E01005248,Manchester 005B,Manchester,Social rented households,25
E01005249,Manchester 005C,Manchester,Social rented households,208
E01005250,Manchester 005D,Manchester,Social rented households,286
E01005253,Manchester 005E,Manchester,Social rented households,283
E01005254,Manchester 005F,Manchester,Social rented households,53
E01005164,Manchester 006A,Manchester,Social rented households,226
E01005205,Manchester 006B,Manchester,Social rented households,516
E01005206,Manchester 006C,Manchester,Social rented households,95
E01005207,Manchester 006D,Manchester,Social rented households,52
E01005223,Manchester 007A,Manchester,Social rented households,123
E01005224,Manchester 007B,Manchester,Social rented households,83
E01005225,Manchester 007C,Manchester,Social rented households,253
E01005226,Manchester 007D,Manchester,Social rented households,34
E01005229,Manchester 007E,Manchester,Social rented households,17
E01005145,Manchester 008A,Manchester,Social rented households,80
E01005146,Manchester 008B,Manchester,Social rented households,81
E01005149,Manchester 008C,Manchester,Social rented households,37
E01005165,Manchester 008D,Manchester,Social rented households,340
E01005166,Manchester 008E,Manchester,Social rented households,126
E01005167,Manchester 008F,Manchester,Social rented households,140
E01005202,Manchester 009A,Manchester,Social rented households,432
E01005203,Manchester 009B,Manchester,Social rented households,671
E01005227,Manchester 009D,Manchester,Social rented households,186
E01005228,Manchester 009E,Manchester,Social rented households,545
E01033678,Manchester 009F,Manchester,Social rented households,445
E01033679,Manchester 009G,Manchester,Social rented households,484
E01005256,Manchester 011A,Manchester,Social rented households,409
E01005257,Manchester 011B,Manchester,Social rented households,485
E01005258,Manchester 011C,Manchester,Social rented households,205
E01005259,Manchester 011D,Manchester,Social rented households,352
E01005260,Manchester 011E,Manchester,Social rented households,37
E01005093,Manchester 012A,Manchester,Social rented households,317
E01005094,Manchester 012B,Manchester,Social rented households,291
E01005097,Manchester 012C,Manchester,Social rented households,446
E01005255,Manchester 012D,Manchester,Social rented households,582
E01005261,Manchester 012E,Manchester,Social rented households,410
E01005129,Manchester 013B,Manchester,Social rented households,492
E01005132,Manchester 013C,Manchester,Social rented households,408
E01005133,Manchester 013D,Manchester,Social rented households,341
E01033663,Manchester 013E,Manchester,Social rented households,144
E01033684,Manchester 013F,Manchester,Social rented households,12
E01033688,Manchester 013G,Manchester,Social rented households,449
E01005092,Manchester 015A,Manchester,Social rented households,288
E01005105,Manchester 015C,Manchester,Social rented households,338
E01005106,Manchester 015D,Manchester,Social rented households,378
E01005107,Manchester 015E,Manchester,Social rented households,467
E01033668,Manchester 015F,Manchester,Social rented households,143
E01033669,Manchester 015G,Manchester,Social rented households,375
E01005108,Manchester 017A,Manchester,Social rented households,611
E01005189,Manchester 017D,Manchester,Social rented households,495
E01005190,Manchester 017E,Manchester,Social rented households,223
E01033666,Manchester 017F,Manchester,Social rented households,279
E01005061,Manchester 018A,Manchester,Social rented households,629
E01005062,Manchester 018B,Manchester,Social rented households,342
E01005063,Manchester 018C,Manchester,Social rented households,414
E01005065,Manchester 018D,Manchester,Social rented households,599
E01005066,Manchester 018E,Manchester,Social rented households,340
E01005208,Manchester 019A,Manchester,Social rented households,355
E01005209,Manchester 019B,Manchester,Social rented households,458
E01005210,Manchester 019C,Manchester,Social rented households,367
E01005214,Manchester 019D,Manchester,Social rented households,190
E01005067,Manchester 020A,Manchester,Social rented households,401
E01005186,Manchester 020B,Manchester,Social rented households,346
E01005232,Manchester 020C,Manchester,Social rented households,218
E01005235,Manchester 020D,Manchester,Social rented households,387
E01005239,Manchester 020E,Manchester,Social rented households,455
E01005187,Manchester 021A,Manchester,Social rented households,143
E01005188,Manchester 021B,Manchester,Social rented households,58
E01005191,Manchester 021C,Manchester,Social rented households,243
E01005192,Manchester 021D,Manchester,Social rented households,78
E01005193,Manchester 021E,Manchester,Social rented households,108
E01005230,Manchester 022B,Manchester,Social rented households,257
E01005231,Manchester 022C,Manchester,Social rented households,54
E01005236,Manchester 022D,Manchester,Social rented households,199
E01005237,Manchester 022E,Manchester,Social rented households,81
E01033652,Manchester 022F,Manchester,Social rented households,136
E01033657,Manchester 022G,Manchester,Social rented households,158
E01005195,Manchester 023A,Manchester,Social rented households,483
E01005196,Manchester 023B,Manchester,Social rented households,502
E01005197,Manchester 023C,Manchester,Social rented households,263
E01005198,Manchester 023D,Manchester,Social rented households,403
E01005201,Manchester 023E,Manchester,Social rented households,216
E01005240,Manchester 024A,Manchester,Social rented households,415
E01005243,Manchester 024B,Manchester,Social rented households,694
E01005245,Manchester 024C,Manchester,Social rented households,625
E01005246,Manchester 024D,Manchester,Social rented households,446
E01005241,Manchester 025A,Manchester,Social rented households,208
E01005242,Manchester 025B,Manchester,Social rented households,454
E01005244,Manchester 025C,Manchester,Social rented households,248
E01005285,Manchester 025D,Manchester,Social rented households,225
E01005288,Manchester 025E,Manchester,Social rented households,156
E01005280,Manchester 026A,Manchester,Social rented households,198
E01005281,Manchester 026B,Manchester,Social rented households,128
E01005284,Manchester 026C,Manchester,Social rented households,109
E01005286,Manchester 026D,Manchester,Social rented households,74
E01005287,Manchester 026E,Manchester,Social rented households,279
E01005194,Manchester 027A,Manchester,Social rented households,171
E01005199,Manchester 027B,Manchester,Social rented households,85
E01005200,Manchester 027C,Manchester,Social rented households,195
E01005233,Manchester 027D,Manchester,Social rented households,237
E01005234,Manchester 027E,Manchester,Social rented households,194
E01005238,Manchester 027F,Manchester,Social rented households,89
E01005297,Manchester 028A,Manchester,Social rented households,152
E01005298,Manchester 028B,Manchester,Social rented households,63
E01005302,Manchester 028C,Manchester,Social rented households,190
E01033680,Manchester 028E,Manchester,Social rented households,139
E01033686,Manchester 028F,Manchester,Social rented households,184
E01005150,Manchester 029A,Manchester,Social rented households,121
E01005151,Manchester 029B,Manchester,Social rented households,168
E01005152,Manchester 029C,Manchester,Social rented households,14
E01005159,Manchester 029D,Manchester,Social rented households,28
E01005296,Manchester 029E,Manchester,Social rented households,54
E01005299,Manchester 029F,Manchester,Social rented households,21
E01005178,Manchester 030A,Manchester,Social rented households,258
E01005179,Manchester 030B,Manchester,Social rented households,134
E01005180,Manchester 030C,Manchester,Social rented households,422
E01005181,Manchester 030D,Manchester,Social rented households,84
E01005182,Manchester 030E,Manchester,Social rented households,245
E01005183,Manchester 030F,Manchester,Social rented households,362
E01005219,Manchester 031A,Manchester,Social rented households,126
E01005220,Manchester 031B,Manchester,Social rented households,69
E01005221,Manchester 031C,Manchester,Social rented households,59
E01005222,Manchester 031D,Manchester,Social rented households,212
E01005184,Manchester 032A,Manchester,Social rented households,93
E01005185,Manchester 032B,Manchester,Social rented households,54
E01005271,Manchester 032C,Manchester,Social rented households,83
E01005282,Manchester 032D,Manchester,Social rented households,69
E01005283,Manchester 032E,Manchester,Social rented households,37
E01005154,Manchester 033A,Manchester,Social rented households,40
E01005156,Manchester 033B,Manchester,Social rented households,19
E01005158,Manchester 033C,Manchester,Social rented households,196
E01005300,Manchester 033D,Manchester,Social rented households,7
E01005301,Manchester 033E,Manchester,Social rented households,14
E01005118,Manchester 034A,Manchester,Social rented households,110
E01005120,Manchester 034B,Manchester,Social rented households,153
E01005215,Manchester 034C,Manchester,Social rented households,94
E01005216,Manchester 034D,Manchester,Social rented households,38
E01005217,Manchester 034E,Manchester,Social rented households,20
E01005218,Manchester 034F,Manchester,Social rented households,143
E01005270,Manchester 035A,Manchester,Social rented households,341
E01005272,Manchester 035B,Manchester,Social rented households,447
E01005273,Manchester 035C,Manchester,Social rented households,125
E01005278,Manchester 035D,Manchester,Social rented households,64
E01005279,Manchester 035E,Manchester,Social rented households,294
E01005305,Manchester 036A,Manchester,Social rented households,8
E01005309,Manchester 036B,Manchester,Social rented households,82
E01005310,Manchester 036C,Manchester,Social rented households,187
E01005311,Manchester 036D,Manchester,Social rented households,45
E01005312,Manchester 036E,Manchester,Social rented households,136
E01005082,Manchester 037A,Manchester,Social rented households,280
E01005153,Manchester 037B,Manchester,Social rented households,148
E01005155,Manchester 037C,Manchester,Social rented households,18
E01005157,Manchester 037D,Manchester,Social rented households,6
E01005274,Manchester 038A,Manchester,Social rented households,223
E01005275,Manchester 038B,Manchester,Social rented households,49
E01005276,Manchester 038C,Manchester,Social rented households,39
E01005277,Manchester 038D,Manchester,Social rented households,22
E01005076,Manchester 039A,Manchester,Social rented households,62
E01005081,Manchester 039C,Manchester,Social rented households,484
E01005083,Manchester 039D,Manchester,Social rented households,25
E01033670,Manchester 039E,Manchester,Social rented households,8
E01033671,Manchester 039F,Manchester,Social rented households,14
E01005125,Manchester 040A,Manchester,Social rented households,227
E01005304,Manchester 040B,Manchester,Social rented households,82
E01005306,Manchester 040C,Manchester,Social rented households,63
E01005307,Manchester 040D,Manchester,Social rented households,53
E01005308,Manchester 040E,Manchester,Social rented households,216
E01005119,Manchester 041A,Manchester,Social rented households,283
E01005121,Manchester 041B,Manchester,Social rented households,306
E01005122,Manchester 041C,Manchester,Social rented households,268
E01005123,Manchester 041D,Manchester,Social rented households,371
E01005124,Manchester 041E,Manchester,Social rented households,381
E01005077,Manchester 042A,Manchester,Social rented households,378
E01005078,Manchester 042B,Manchester,Social rented households,103
E01005079,Manchester 042C,Manchester,Social rented households,149
E01005084,Manchester 042D,Manchester,Social rented households,228
E01005172,Manchester 043A,Manchester,Social rented households,85
E01005173,Manchester 043B,Manchester,Social rented households,47
E01005174,Manchester 043C,Manchester,Social rented households,12
E01005175,Manchester 043D,Manchester,Social rented households,115
E01005176,Manchester 043E,Manchester,Social rented households,88
E01005177,Manchester 043F,Manchester,Social rented households,70
E01005115,Manchester 044A,Manchester,Social rented households,276
E01005262,Manchester 044B,Manchester,Social rented households,291
E01005264,Manchester 044C,Manchester,Social rented households,262
E01005265,Manchester 044D,Manchester,Social rented households,316
E01005266,Manchester 044E,Manchester,Social rented households,354
E01005126,Manchester 045A,Manchester,Social rented households,48
E01005168,Manchester 045B,Manchester,Social rented households,29
E01005169,Manchester 045C,Manchester,Social rented households,17
E01005170,Manchester 045D,Manchester,Social rented households,7
E01005171,Manchester 045E,Manchester,Social rented households,41
E01005263,Manchester 046A,Manchester,Social rented households,356
E01005267,Manchester 046B,Manchester,Social rented households,104
E01005268,Manchester 046C,Manchester,Social rented households,77
E01005269,Manchester 046D,Manchester,Social rented households,78
E01005069,Manchester 047A,Manchester,Social rented households,79
E01005111,Manchester 047B,Manchester,Social rented households,236
E01005113,Manchester 047C,Manchester,Social rented households,483
E01005114,Manchester 047D,Manchester,Social rented households,70
E01005116,Manchester 047E,Manchester,Social rented households,295
E01005071,Manchester 048A,Manchester,Social rented households,254
E01005072,Manchester 048B,Manchester,Social rented households,318
E01005073,Manchester 048C,Manchester,Social rented households,106
E01005112,Manchester 048D,Manchester,Social rented households,252
E01005117,Manchester 048E,Manchester,Social rented households,584
E01005085,Manchester 049A,Manchester,Social rented households,315
E01005086,Manchester 049B,Manchester,Social rented households,437
E01005089,Manchester 049C,Manchester,Social rented households,439
E01005289,Manchester 049D,Manchester,Social rented households,430
E01005295,Manchester 049E,Manchester,Social rented households,166
E01005087,Manchester 050A,Manchester,Social rented households,506
E01005088,Manchester 050B,Manchester,Social rented households,512
E01005090,Manchester 050C,Manchester,Social rented households,551
E01005091,Manchester 050D,Manchester,Social rented households,537
E01005291,Manchester 050E,Manchester,Social rented households,485
E01005068,Manchester 051A,Manchester,Social rented households,391
E01005070,Manchester 051B,Manchester,Social rented households,421
E01005074,Manchester 051C,Manchester,Social rented households,290
E01005075,Manchester 051D,Manchester,Social rented households,236
E01005319,Manchester 051E,Manchester,Social rented households,357
E01005290,Manchester 052A,Manchester,Social rented households,400
E01005292,Manchester 052B,Manchester,Social rented households,400
E01005293,Manchester 052C,Manchester,Social rented households,56
E01005294,Manchester 052D,Manchester,Social rented households,125
E01005317,Manchester 052E,Manchester,Social rented households,326
E01005313,Manchester 053A,Manchester,Social rented households,318
E01005314,Manchester 053B,Manchester,Social rented households,294
E01005315,Manchester 053C,Manchester,Social rented households,410
E01005316,Manchester 053D,Manchester,Social rented households,197
E01005318,Manchester 053E,Manchester,Social rented households,295
E01005130,Manchester 054A,Manchester,Social rented households,586
E01033651,Manchester 054B,Manchester,Social rented households,41
E01033658,Manchester 054C,Manchester,Social rented households,33
E01033664,Manchester 054D,Manchester,Social rented households,12
E01033667,Manchester 054E,Manchester,Social rented households,108
E01005128,Manchester 055A,Manchester,Social rented households,26
E01033653,Manchester 055B,Manchester,Social rented households,149
E01033654,Manchester 055C,Manchester,Social rented households,41
E01033659,Manchester 055D,Manchester,Social rented households,10
E01033661,Manchester 055E,Manchester,Social rented households,144
E01005143,Manchester 056A,Manchester,Social rented households,246
E01033655,Manchester 056B,Manchester,Social rented households,20
E01033665,Manchester 056C,Manchester,Social rented households,139
E01033676,Manchester 056D,Manchester,Social rented households,510
E01005212,Manchester 057A,Manchester,Social rented households,355
E01033656,Manchester 057B,Manchester,Social rented households,69
E01033662,Manchester 057C,Manchester,Social rented households,147
E01005142,Manchester 058A,Manchester,Social rented households,553
E01005147,Manchester 058B,Manchester,Social rented households,571
E01033674,Manchester 058C,Manchester,Social rented households,124
E01033675,Manchester 058D,Manchester,Social rented households,245
E01005213,Manchester 059A,Manchester,Social rented households,693
E01033660,Manchester 059B,Manchester,Social rented households,10
E01033672,Manchester 059C,Manchester,Social rented households,409
E01033673,Manchester 059D,Manchester,Social rented households,7
E01033677,Manchester 060A,Manchester,Social rented households,14
E01033681,Manchester 060B,Manchester,Social rented households,6
E01033682,Manchester 060C,Manchester,Social rented households,12
E01033683,Manchester 060D,Manchester,Social rented households,13
E01005357,Oldham 001A,Oldham,Social rented households,23
E01005358,Oldham 001B,Oldham,Social rented households,168
E01005359,Oldham 001C,Oldham,Social rented households,30
E01005360,Oldham 001D,Oldham,Social rented households,171
E01005441,Oldham 002A,Oldham,Social rented households,344
E01005442,Oldham 002B,Oldham,Social rented households,14
E01005444,Oldham 002C,Oldham,Social rented households,46
E01005445,Oldham 002D,Oldham,Social rented households,110
E01005361,Oldham 003A,Oldham,Social rented households,22
E01005443,Oldham 003B,Oldham,Social rented households,5
E01005446,Oldham 003C,Oldham,Social rented households,91
E01005447,Oldham 003D,Oldham,Social rented households,230
E01005390,Oldham 004A,Oldham,Social rented households,30
E01005394,Oldham 004B,Oldham,Social rented households,58
E01005395,Oldham 004C,Oldham,Social rented households,15
E01005396,Oldham 004D,Oldham,Social rented households,80
E01005355,Oldham 005A,Oldham,Social rented households,43
E01005356,Oldham 005B,Oldham,Social rented households,17
E01005399,Oldham 005C,Oldham,Social rented households,12
E01005403,Oldham 005D,Oldham,Social rented households,54
E01005410,Oldham 006A,Oldham,Social rented households,15
E01005411,Oldham 006B,Oldham,Social rented households,86
E01005414,Oldham 006C,Oldham,Social rented households,20
E01005415,Oldham 006D,Oldham,Social rented households,119
E01005452,Oldham 007C,Oldham,Social rented households,8
E01005453,Oldham 007D,Oldham,Social rented households,8
E01032558,Oldham 007E,Oldham,Social rented households,423
E01032559,Oldham 007F,Oldham,Social rented households,96
E01005391,Oldham 008A,Oldham,Social rented households,131
E01005392,Oldham 008B,Oldham,Social rented households,376
E01005393,Oldham 008C,Oldham,Social rented households,41
E01005401,Oldham 008D,Oldham,Social rented households,19
E01005397,Oldham 009A,Oldham,Social rented households,87
E01005398,Oldham 009B,Oldham,Social rented households,14
E01005400,Oldham 009C,Oldham,Social rented households,333
E01005402,Oldham 009D,Oldham,Social rented households,60
E01005335,Oldham 010A,Oldham,Social rented households,4
E01005337,Oldham 010B,Oldham,Social rented households,83
E01005339,Oldham 010C,Oldham,Social rented households,11
E01005340,Oldham 010D,Oldham,Social rented households,244
E01005421,Oldham 011A,Oldham,Social rented households,168
E01005422,Oldham 011B,Oldham,Social rented households,337
E01032920,Oldham 011E,Oldham,Social rented households,233
E01005448,Oldham 012A,Oldham,Social rented households,453
E01005449,Oldham 012B,Oldham,Social rented households,253
